,level_0,index,name,brand,categories,price_max,price_min,ingredients,ingredients_list
14,142,8186,Ghirardelli Sea Salt Assorted Large Squares Bag,Ghirardelli,"['Grocery & Gourmet Food', 'Food & Beverage Gifts', 'Candy & Chocolate Gifts', 'Candy & Chocolate Assortments', 'Candy & Chocolate']",8.93,8.53,"['sugar', 'unsweetened chocolate', 'cocoa butter', 'almonds', 'corn syrup', 'whole milk powder', 'sweetened condensed milk pasteurized milk', 'sugar', 'milk fat', 'palm oil', 'water', 'butter cream', 'salt', 'salt', 'soy lecithin an emulsifier', 'and flavors', 'disodium phosphate', 'sorbitol', 'vanilla', 'potassium sorbate', 'citric acid and tbhq as preservatives.']","['sugar', 'unsweetenedchocolate', 'cocoabutter', 'almonds', 'cornsyrup', 'wholemilkpowder', 'sweetenedcondensedmilkpasteurizedmilk', 'sugar', 'milkfat', 'palm oil', 'water', 'buttercream', 'salt', 'salt', 'soylecithinanemulsifier', 'andflavors', 'disodiumphosphate', 'sorbitol', 'vanilla', 'potassiumsorbate', 'citricacidandtbhqaspreservatives']"
15,158,3025,Cybele's Free to Eat,FREE TO EAT,"['Grocery & Gourmet Food', 'Cookies', 'Breads & Bakery', 'Oatmeal']",3.97,3.97,"['glutenfree oats', 'raisins', 'brown sugar', 'palm oil shortening', 'glutenfree flour brown rice flour', 'potato starch', 'tapioca flour', 'cane sugar', 'water', 'fructose', 'golden flaxseed', 'brown rice syrup', 'grape juice', 'rice dextrin', 'vanilla extract', 'baking soda', 'xanthan gum', 'sea salt', 'sunflower lecithin', 'cinnamon.']","['glutenfreeoats', 'raisins', 'brownsugar', 'palm oil', 'glutenfreeflourbrownriceflour', 'potatostarch', 'tapiocaflour', 'canesugar', 'water', 'fructose', 'goldenflaxseed', 'brownricesyrup', 'grapejuice', 'ricedextrin', 'vanillaextract', 'bakingsoda', 'xanthangum', 'seasalt', 'sunflowerlecithin', 'cinnamon']"
16,159,3739,Gorton's,Gorton's,"['Grocery', 'Other Grocery', 'Frozen Seafood', 'Frozen Meat', ' Poultry & Seafood', 'Seafood', 'Frozen', 'Grocery & Gourmet Food', 'Food & Beverage', 'Frozen Foods', 'Fish', 'Fresh Food', 'Food', 'Meat', ' Seafood & Poultry']",5.79,5.48,"['maltodextrin', 'romano', 'baking powder sodium aluminum phosphate', 'baking soda', 'and turmeric extracts', 'colored with paprika and turmeric extracts', 'cod fillets cod', 'parsley', 'baking powder baking soda', 'palm oil', 'yellow corn flour', 'enzymes', 'colored with paprika', 'water', 'batter coating', 'annatto', 'salt', 'lemon juice solids', 'sodium aluminum phosphate', 'cod fillets', 'cream', 'malic acid. canola oil.', 'sodium tripolyphosphate . batter coating wheat flour', 'sodium tripolyphosphate . breadcrumb coating wheat flour', 'black pepper', 'water', 'whey', 'yeast', 'sugar', 'salt', 'and cheddar cheese milk cultures', 'whey', 'flavor', 'canola oil. cod fillets cod', 'sugar', 'beer water', 'barley malt', 'corn', 'rice', 'hops', 'yeast', 'parmesan']","['maltodextrin', 'romano', 'bakingpowdersodiumaluminumphosphate', 'bakingsoda', 'andturmericextracts', 'coloredwithpaprikaandturmericextracts', 'codfilletscod', 'parsley', 'bakingpowderbakingsoda', 'palm oil', 'yellowcornflour', 'enzymes', 'coloredwithpaprika', 'water', 'battercoating', 'annatto', 'salt', 'lemonjuicesolids', 'sodiumaluminumphosphate', 'codfillets', 'cream', 'malicacidcanolaoil', 'sodiumtripolyphosphatebattercoatingwheatflour', 'sodiumtripolyphosphatebreadcrumbcoatingwheatflour', 'blackpepper', 'water', 'whey', 'yeast', 'sugar', 'salt', 'andcheddarcheesemilkcultures', 'whey', 'flavor', 'canolaoilcodfilletscod', 'sugar', 'beerwater', 'barleymalt', 'corn', 'rice', 'hops', 'yeast', 'parmesan']"
17,162,6598,Oreo Chocolate Sandwich Cookies,Oreo,"['Food Snacks', 'Household & Grocery', 'Household Grocery', 'Food & Snacks', 'Cookies', 'Baby and Child']",4.99,2.39,"['high fructose corn syrup', 'reduced iron', 'folic acid', 'chocolate.', 'riboflavin vitamin b', 'sugar', 'enriched flour wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate vitamin b', 'riboflavin vitamin b', 'folic acid', 'high oleic canola oil andor palm oil andor canola oil andor soybean oil', 'cocoa', 'high fructose corn syrup', 'cornstarch', 'leavening', 'salt', 'soy lecithin', 'vanillin an flavor', 'chocolate.', 'enriched flour wheat flour', 'niacin', 'cocoa', 'vanillin an flavor', 'salt', 'thiamine mononitrate vitamin b', 'cornstarch', 'leavening', 'soy lecithin', 'high oleic canola oil andor palm oil andor canola oil andor soybean oil', 'sugar']","['highfructosecornsyrup', 'reducediron', 'folicacid', 'chocolate', 'riboflavinvitaminb', 'sugar', 'enrichedflourwheatflour', 'niacin', 'reducediron', 'thiaminemononitratevitaminb', 'riboflavinvitaminb', 'folicacid', 'palm oil', 'cocoa', 'highfructosecornsyrup', 'cornstarch', 'leavening', 'salt', 'soylecithin', 'vanillinanflavor', 'chocolate', 'enrichedflourwheatflour', 'niacin', 'cocoa', 'vanillinanflavor', 'salt', 'thiaminemononitratevitaminb', 'cornstarch', 'leavening', 'soylecithin', 'palm oil', 'sugar']"
18,179,2356,Yehuda Gluten Free Matzo Meal,Yehuda,"['Grocery & Gourmet Food', 'Snack Foods', 'Snacks', 'Food & Grocery', 'Crackers', 'Matzo']",19.89,19.89,"['tapioca starch', 'water', 'potato starch', 'potato flour', 'palm oil', 'vinegar', 'honey', 'egg yolks', 'salt.']","['tapiocastarch', 'water', 'potatostarch', 'potatoflour', 'palm oil', 'vinegar', 'honey', 'eggyolks', 'salt']"
19,183,1852,Stern's Bakery 0g Trans Fat Sugar Free Chocolate Rugelach 9 oz.,Stern's Bakery,"['Pastries & Bakery', 'Grocery & Gourmet Food', 'Pastries', 'Breads & Bakery']",13.0,13.0,"['enriched wheat flour niacin', 'iron thiamine', 'mononitrate', 'riboflavin', 'folic acid', 'palm oil', 'water', 'maltitol', 'eggs', 'soybean oil', 'cocoa', 'salt', 'cinnamon', 'mono diglycerides', 'lecithin', 'and flavors.']","['enrichedwheatflourniacin', 'ironthiamine', 'mononitrate', 'riboflavin', 'folicacid', 'palm oil', 'water', 'maltitol', 'eggs', 'soybeanoil', 'cocoa', 'salt', 'cinnamon', 'monodiglycerides', 'lecithin', 'andflavors']"
20,193,3634,HOT POCKETS Frozen Sandwiches Ham and Cheddar 2-Pack,Hot Pockets,"['Featured Brands', 'Grocery', 'Nestle Usa', 'Grocery & Gourmet Food', 'Frozen Appetizers & Snacks', 'Food & Beverage', 'Frozen Sandwiches', 'Frozen Foods', 'Appetizers & Snacks', 'Frozen', 'Nestle', 'Food']",2.99,2.99,"['water', 'yeast', 'whey', 'dough conditioner blend calcium sulfate', 'salt', 'lcysteine hydrochloride', 'garlic powder', 'tricalcium phosphate', 'enzymes', 'margarine palm oil', 'water', 'soybean oil', 'sugar', 'mono diglycerides', 'soybean lecithin', 'potassium sorbate and citric acid preservatives', 'annatto and turmeric', 'vitamin a palmitate added', 'seasoning cheddarblue cheeses milk', 'cheese cultures', 'salt', 'enzymes', 'whey', 'salt', 'dextrose', 'dried onion', 'flavor', 'soybean oil', 'garlic powder', 'citric acid', 'lactic acid', 'spice', 'extractives of paprika and annatto', 'soy flour', 'or less of modified food starch', 'palm oil', 'salt', 'ground and formed', 'fully cooked ham and water product', 'autolyzed yeast extract autolyzed yeast extract', 'salt', 'unbleached enriched flour wheat flour', 'malted barley flour', 'niacin', 'iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'water', 'fully cooked ham and water product', 'of weight is added', 'ground and formed cured with water', 'sugar', 'salt', 'sodium phosphate', 'dehydrated pork broth', 'carrageenan', 'smoke', 'sodium erythorbate', 'sodium nitrite', 'reduced sodium part skim mozzarella cheese with modified food starch and part skim mozzarella cheese pasteurized milk', 'cultures', 'salt', 'enzymes', 'modified food starch', 'potassium chloride', '', 'annatto', 'seasoning palm oil', 'corn maltodextrin', 'corn syrup solids', 'wheat flour', 'salt', 'cheddar cheese milk', 'cheese cultures', 'salt', 'enzymes', 'sodium caseinate', 'color titanium dioxide', 'yellow lake', 'yellow lake', 'yellow', 'dipotassium phosphate', 'lactic acid', 'and flavor', 'buttermilk powder', 'calcium lactate', 'reduced lactose whey', 'autolyzed yeast extract', 'butter cream', 'salt', 'whey', 'disodium phosphate', 'disodium guanylate', 'disodium inosinate', 'whey protein concentrate', 'sodium citrate', 'margarine partially hydrogenated soybean oil', 'palm oil', 'water', 'partially hydrogenated cottonseed oil', 'sugar', 'monoand diglycerides', 'flavor', 'soybean lecithin', 'potassium sorbate and citric acid preservatives', 'colored with annatto and turmeric', 'vitamin a palmitate', 'less than of modified food starch', 'seasoning toasted bread crumbs wheat flour', 'sugar', 'yeast', 'soybean oil', 'salt', 'cheddar cheese milk', 'cheese cultures', 'salt', 'enzymes', 'salt', 'whey', 'dextrose', 'dehydrated onion', 'flavor', 'soybean oil', 'garlic powder', 'reduced lactose whey', 'disodium phosphate', 'citric acid', 'lactic acid', 'disodium inosinate guanylate', 'spice', 'blue cheese milk', 'cheese cultures', 'salt', 'enzymes', 'extractives of paprika annatto', 'palm oil with soy lecithin', 'flavor', 'betacarotene', 'citric acid preservatives', 'sugar', 'partially hydrogenated pa', 'cheese sauce powder cheddar cheese milk', 'cheese cultures', 'salt', 'enzymes', 'butter cream', 'salt', 'flavor', 'buttermilk powder', 'disodium phosphate', 'extractives of annatto and paprika', 'added', 'citric acid', 'sugar', 'bread crumbs bleached wheat flour', 'dextrose', 'yeast', 'salt', 'cultured whey', 'enriched flour wheat flour', 'malted barley flour', 'niacin', 'iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'smoke added cured with water', 'sugar', 'salt', 'sodium phosphate', 'dehydrated pork broth', 'potassium chloride', 'carrageenan', 'smoke', 'sodium erythorbate', 'sodium nitrite', 'reduced fat cheddar cheese pasteurized part skim milk', 'skim milk', 'modified food starch', 'cultures', 'salt', '', 'potassium chloride', 'annatto', 'vitamin a palmitate', 'enzymes', 'not in regular cheddar cheese', 'butter', 'creamer coconut oil', 'corn syrup solids', 'sodium caseinate milk', 'mono and diglycerides', 'dipotassium phosphate', 'soy lecithin', 'lactic acid blend lactic acid', 'calcium lactate', 'bleached enriched wheat flour wheat flour', 'amylase', 'ascorbic acid', 'niacin', 'iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'potassium chloride', 'whey protein concentrate', 'egg white.', 'maltodextrin', 'of weight is added', 'soy lecithin', 'fractionated palm oil', 'soybean oil']","['water', 'yeast', 'whey', 'doughconditionerblendcalciumsulfate', 'salt', 'lcysteinehydrochloride', 'garlicpowder', 'tricalciumphosphate', 'enzymes', 'palm oil', 'water', 'soybeanoil', 'sugar', 'monodiglycerides', 'soybeanlecithin', 'potassiumsorbateandcitricacidpreservatives', 'annattoandturmeric', 'vitaminapalmitateadded', 'seasoningcheddarbluecheesesmilk', 'cheesecultures', 'salt', 'enzymes', 'whey', 'salt', 'dextrose', 'driedonion', 'flavor', 'soybeanoil', 'garlicpowder', 'citricacid', 'lacticacid', 'spice', 'extractivesofpaprikaandannatto', 'soyflour', 'orlessofmodifiedfoodstarch', 'palm oil', 'salt', 'groundandformed', 'fullycookedhamandwaterproduct', 'autolyzedyeastextractautolyzedyeastextract', 'salt', 'unbleachedenrichedflourwheatflour', 'maltedbarleyflour', 'niacin', 'iron', 'thiaminemononitrate', 'riboflavin', 'folicacid', 'water', 'fullycookedhamandwaterproduct', 'ofweightisadded', 'groundandformedcuredwithwater', 'sugar', 'salt', 'sodiumphosphate', 'dehydratedporkbroth', 'carrageenan', 'smoke', 'sodiumerythorbate', 'sodiumnitrite', 'reducedsodiumpartskimmozzarellacheesewithmodifiedfoodstarchandpartskimmozzarellacheesepasteurizedmilk', 'cultures', 'salt', 'enzymes', 'modifiedfoodstarch', 'potassiumchloride', '', 'annatto', 'palm oil', 'cornmaltodextrin', 'cornsyrupsolids', 'wheatflour', 'salt', 'cheddarcheesemilk', 'cheesecultures', 'salt', 'enzymes', 'sodiumcaseinate', 'colortitaniumdioxide', 'yellowlake', 'yellowlake', 'yellow', 'dipotassiumphosphate', 'lacticacid', 'andflavor', 'buttermilkpowder', 'calciumlactate', 'reducedlactosewhey', 'autolyzedyeastextract', 'buttercream', 'salt', 'whey', 'disodiumphosphate', 'disodiumguanylate', 'disodiuminosinate', 'wheyproteinconcentrate', 'sodiumcitrate', 'margarinepartiallyhydrogenatedsoybeanoil', 'palm oil', 'water', 'partiallyhydrogenatedcottonseedoil', 'sugar', 'monoanddiglycerides', 'flavor', 'soybeanlecithin', 'potassiumsorbateandcitricacidpreservatives', 'coloredwithannattoandturmeric', 'vitaminapalmitate', 'lessthanofmodifiedfoodstarch', 'seasoningtoastedbreadcrumbswheatflour', 'sugar', 'yeast', 'soybeanoil', 'salt', 'cheddarcheesemilk', 'cheesecultures', 'salt', 'enzymes', 'salt', 'whey', 'dextrose', 'dehydratedonion', 'flavor', 'soybeanoil', 'garlicpowder', 'reducedlactosewhey', 'disodiumphosphate', 'citricacid', 'lacticacid', 'disodiuminosinateguanylate', 'spice', 'bluecheesemilk', 'cheesecultures', 'salt', 'enzymes', 'extractivesofpaprikaannatto', 'palm oil', 'flavor', 'betacarotene', 'citricacidpreservatives', 'sugar', 'partiallyhydrogenatedpa', 'cheesesaucepowdercheddarcheesemilk', 'cheesecultures', 'salt', 'enzymes', 'buttercream', 'salt', 'flavor', 'buttermilkpowder', 'disodiumphosphate', 'extractivesofannattoandpaprika', 'added', 'citricacid', 'sugar', 'breadcrumbsbleachedwheatflour', 'dextrose', 'yeast', 'salt', 'culturedwhey', 'enrichedflourwheatflour', 'maltedbarleyflour', 'niacin', 'iron', 'thiaminemononitrate', 'riboflavin', 'folicacid', 'smokeaddedcuredwithwater', 'sugar', 'salt', 'sodiumphosphate', 'dehydratedporkbroth', 'potassiumchloride', 'carrageenan', 'smoke', 'sodiumerythorbate', 'sodiumnitrite', 'reducedfatcheddarcheesepasteurizedpartskimmilk', 'skimmilk', 'modifiedfoodstarch', 'cultures', 'salt', '', 'potassiumchloride', 'annatto', 'vitaminapalmitate', 'enzymes', 'notinregularcheddarcheese', 'butter', 'creamercoconutoil', 'cornsyrupsolids', 'sodiumcaseinatemilk', 'monoanddiglycerides', 'dipotassiumphosphate', 'soylecithin', 'lacticacidblendlacticacid', 'calciumlactate', 'bleachedenrichedwheatflourwheatflour', 'amylase', 'ascorbicacid', 'niacin', 'iron', 'thiaminemononitrate', 'riboflavin', 'folicacid', 'potassiumchloride', 'wheyproteinconcentrate', 'eggwhite', 'maltodextrin', 'ofweightisadded', 'soylecithin', 'palm oil', 'soybeanoil']"
21,196,6809,"Cadbury Dark Mint Pouch, 5.5 OZ",Cadbury,"['Household & Grocery', 'Candy', 'Household and Grocery', 'Chocolates']",5.19,5.19,"['contains or less of oil of peppermint', 'and flavors', 'contains or less of salt', 'chocolate', 'nonfat milk', 'contains or less of vanillin .', 'cocoa butter', 'milk', 'palm kernel oil', 'lecithin', 'contains or less of milk', 'milk fat', 'nutrition factsserving size servings per container .nutrientamount per serving daily valuecaloriesxacalories from fatxatotal fatgsaturated fatgtrans fatgxacholesterolltmgsodiummgtotal carbohydrategsugarsgxaproteingxavitamin axavitamin cxacalciumxaironxaingredients semisweet chocolate sugar', 'whey', 'contains or less of lecithin', 'sugar', 'nutrition factsserving size servings per container .nutrientamount per serving daily valuecaloriescalories from fattotal fatgsaturated fatgtrans fatgcholesterolltmgsodiummgtotal carbohydrategsugarsgproteingvitamin avitamin ccalciumironingredients semisweet chocolate']","['containsorlessofoilofpeppermint', 'andflavors', 'containsorlessofsalt', 'chocolate', 'nonfatmilk', 'containsorlessofvanillin', 'cocoabutter', 'milk', 'palm oil', 'lecithin', 'containsorlessofmilk', 'milkfat', 'nutritionfactsservingsizeservingspercontainernutrientamountperservingdailyvaluecaloriesxacaloriesfromfatxatotalfatgsaturatedfatgtransfatgxacholesterolltmgsodiummgtotalcarbohydrategsugarsgxaproteingxavitaminaxavitamincxacalciumxaironxaingredientssemisweetchocolatesugar', 'whey', 'containsorlessoflecithin', 'sugar', 'nutritionfactsservingsizeservingspercontainernutrientamountperservingdailyvaluecaloriescaloriesfromfattotalfatgsaturatedfatgtransfatgcholesterolltmgsodiummgtotalcarbohydrategsugarsgproteingvitaminavitaminccalciumironingredientssemisweetchocolate']"
22,209,2430,Absolutely Gluten Free Original Crackers,Absolutely Gluten Free,"['Grocery', 'Grocery & Gourmet Food', 'Graham Crackers', 'Snack Foods', 'Crackers']",14.76,14.76,"['tapioca starch', 'water', 'potato starch', 'potato flour', 'expeller pressed palm oil', 'vinegar', 'honey', 'egg yolks', 'salt']","['tapiocastarch', 'water', 'potatostarch', 'potatoflour', 'palm oil', 'vinegar', 'honey', 'eggyolks', 'salt']"
23,223,10139,Cascadian Farm Organic Vanilla Chip Chewy Granola Bars,Cascadian Farm,"['Granola', 'Grocery & Gourmet Food', 'Snack Foods', 'Organic Foods', 'Bars', 'Food']",4.77,4.77,"['whole grain oats', 'tapioca syrup', 'rice flour', 'vanilla chips cane sugar', 'palm kernel oil', 'sunflower lecithin', 'vanilla extract', 'sunflower oil', 'glycerin', 'cane sugar', 'sea salt', 'raisin juice concentrate', 'flavor', 'baking soda', 'annatto .']","['wholegrainoats', 'tapiocasyrup', 'riceflour', 'vanillachipscanesugar', 'palm oil', 'sunflowerlecithin', 'vanillaextract', 'sunfloweroil', 'glycerin', 'canesugar', 'seasalt', 'raisinjuiceconcentrate', 'flavor', 'bakingsoda', 'annatto']"
24,227,3439,Pillsbury Toaster Strudel,Pillsbury,"['Breakfast Foods', 'Grocery & Gourmet Food', 'Amazon Fresh', 'Pastries', 'Frozen Foods', 'Frozen Desserts & Bakery', 'Frozen', 'Frozen Desserts Bakery', 'Food']",2.75,2.0,"['water', 'riboflavin', 'folic acid', 'gellan gum', 'malted barley flour', 'colored with color', 'sodium citrate', 'corn syrup. contains or less of corn starch', 'mono and diglycerides', 'citric acid', 'palm oil and palm kernel oil', 'canola oil.', 'and citric acid to protect', 'and flavor', 'whey protein concentratexawheat starch', 'yellow', 'xanthan gum', 'sodium bisulfate', 'niacin', 'whey protein concentratewheat starch', 'dextrose', 'invert sugar', 'enriched flour bleached wheat flour', 'malted barley flour', 'ferrous sulfate', 'niacin', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'water', 'sugar', 'palm andor soybean oil', 'high fructose corn syrup', 'corn syrup. contains or less of modified corn starch', 'corn starch', 'vegetable shortening canola oil', 'palm oil', 'palm kernel oil', 'tbhq', 'and citric acid to protect', 'corn syrup solids', 'salt', 'hydrogenated palm oil', 'cocoa and cocoa processed with alkali', 'dry yeast', 'fractionated palm kernel oil and palm oil', 'dextrose', 'modified whey', 'wheat starch', 'baking powder sodium acid pyrophosphate', 'baking soda', 'nonfat dry milk', 'whey protein concentrate', 'mono and diglycerides', 'colored with color', 'yellow', 'yellow', 'sodium bisulfate', 'sodium citrate', 'and flavor', 'preservatives potassium sorbate', 'tbhq', 'citric acid', 'sodium benzoate', 'sunflower lecithin', 'polysorbate', 'gellan gum', 'xanthan gum', 'locust bean gum', 'carrageenan', 'sorbitan monostearate', 'invert sugar', 'chocolate liquor', 'canola oil.', 'tbhq', 'corn syrup. contains or less of corn starch', 'whey protein concentrate', 'mono and diglycerides', 'carrageenan', 'baking sodanonfat dry milk', 'palm andor soybean oil', 'enriched flour bleached wheat flour', 'palm oil and palm kernel oil', 'baking powder sodium acid pyrophosphate', 'sunflower lecithin', 'baking sodaxanonfat dry milk', 'nonfat dry milk', 'enriched flour bleached wheat flour', 'malted barley flour', 'niacin', 'ferrous sulfate', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'water', 'sugar', 'palm andor soybean oil', 'high fructose corn syrup', 'corn syrup. contains or less of corn starch', 'modified corn starch', 'vegetable shortening canola oil', 'palm oil and palm kernel oil', 'tbhq', 'and citric acid to protect', 'corn syrup solids', 'salt', 'cocoa and cocoa processed with alkali', 'hydrogenated palm oil', 'dextrose', 'dry yeast', 'fractionated palm kernel and palm oil', 'modified whey', 'baking powder sodium acid pyrophosphate', 'baking soda', 'wheat starch', 'nonfat dry milk', 'whey protein concentrate', 'mono and diglycerides', 'colored with color', 'yellow', 'yellow', 'sodium bisulfate', 'sodium citrate', 'and flavor', 'preservatives potassium sorbate', 'tbhq', 'citric acid', 'sodium benzoate', 'sunflower lecithin', 'polysorbate', 'gellan gum', 'xanthan gum', 'locust bean gum', 'carrageenan', 'invert sugar', 'chocolate liquor', 'canola oil.', 'tbhq', 'salt', 'dry yeastxafractionated palm kernel and palm oil', 'polysorbate', 'and citric acid to protect', 'modified whey', 'fractionated palm kernel and palm oil', 'baking soda', 'sugar', 'vegetable shortening canola oil', 'yellow', 'sodium benzoate', 'high fructose corn syrup', 'and flavor', 'wheat starch', 'chocolate liquor', 'palm andor soybean oil', 'colored with color', 'modified corn starch', 'corn syrup solids', 'cocoa and cocoa processed with alkali', 'preservatives potassium sorbate', 'dry yeastfractionated palm kernel and palm oil', 'cocoa and cocoa processed with alkali', 'dry yeast', 'ferrous sulfate', 'locust bean gum', 'thiamin mononitrate', 'hydrogenated palm oil']","['water', 'riboflavin', 'folicacid', 'gellangum', 'maltedbarleyflour', 'coloredwithcolor', 'sodiumcitrate', 'cornsyrupcontainsorlessofcornstarch', 'monoanddiglycerides', 'citricacid', 'palm oil', 'canolaoil', 'andcitricacidtoprotect', 'andflavor', 'wheyproteinconcentratexawheatstarch', 'yellow', 'xanthangum', 'sodiumbisulfate', 'niacin', 'wheyproteinconcentratewheatstarch', 'dextrose', 'invertsugar', 'enrichedflourbleachedwheatflour', 'maltedbarleyflour', 'ferroussulfate', 'niacin', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'water', 'sugar', 'palm oil', 'highfructosecornsyrup', 'cornsyrupcontainsorlessofmodifiedcornstarch', 'cornstarch', 'vegetableshorteningcanolaoil', 'palm oil', 'palm oil', 'tbhq', 'andcitricacidtoprotect', 'cornsyrupsolids', 'salt', 'palm oil', 'cocoaandcocoaprocessedwithalkali', 'dryyeast', 'palm oil', 'dextrose', 'modifiedwhey', 'wheatstarch', 'bakingpowdersodiumacidpyrophosphate', 'bakingsoda', 'nonfatdrymilk', 'wheyproteinconcentrate', 'monoanddiglycerides', 'coloredwithcolor', 'yellow', 'yellow', 'sodiumbisulfate', 'sodiumcitrate', 'andflavor', 'preservativespotassiumsorbate', 'tbhq', 'citricacid', 'sodiumbenzoate', 'sunflowerlecithin', 'polysorbate', 'gellangum', 'xanthangum', 'locustbeangum', 'carrageenan', 'sorbitanmonostearate', 'invertsugar', 'chocolateliquor', 'canolaoil', 'tbhq', 'cornsyrupcontainsorlessofcornstarch', 'wheyproteinconcentrate', 'monoanddiglycerides', 'carrageenan', 'bakingsodanonfatdrymilk', 'palm oil', 'enrichedflourbleachedwheatflour', 'palm oil', 'bakingpowdersodiumacidpyrophosphate', 'sunflowerlecithin', 'bakingsodaxanonfatdrymilk', 'nonfatdrymilk', 'enrichedflourbleachedwheatflour', 'maltedbarleyflour', 'niacin', 'ferroussulfate', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'water', 'sugar', 'palm oil', 'highfructosecornsyrup', 'cornsyrupcontainsorlessofcornstarch', 'modifiedcornstarch', 'vegetableshorteningcanolaoil', 'palm oil', 'tbhq', 'andcitricacidtoprotect', 'cornsyrupsolids', 'salt', 'cocoaandcocoaprocessedwithalkali', 'palm oil', 'dextrose', 'dryyeast', 'palm oil', 'modifiedwhey', 'bakingpowdersodiumacidpyrophosphate', 'bakingsoda', 'wheatstarch', 'nonfatdrymilk', 'wheyproteinconcentrate', 'monoanddiglycerides', 'coloredwithcolor', 'yellow', 'yellow', 'sodiumbisulfate', 'sodiumcitrate', 'andflavor', 'preservativespotassiumsorbate', 'tbhq', 'citricacid', 'sodiumbenzoate', 'sunflowerlecithin', 'polysorbate', 'gellangum', 'xanthangum', 'locustbeangum', 'carrageenan', 'invertsugar', 'chocolateliquor', 'canolaoil', 'tbhq', 'salt', 'palm oil', 'polysorbate', 'andcitricacidtoprotect', 'modifiedwhey', 'palm oil', 'bakingsoda', 'sugar', 'vegetableshorteningcanolaoil', 'yellow', 'sodiumbenzoate', 'highfructosecornsyrup', 'andflavor', 'wheatstarch', 'chocolateliquor', 'palm oil', 'coloredwithcolor', 'modifiedcornstarch', 'cornsyrupsolids', 'cocoaandcocoaprocessedwithalkali', 'preservativespotassiumsorbate', 'palm oil', 'cocoaandcocoaprocessedwithalkali', 'dryyeast', 'ferroussulfate', 'locustbeangum', 'thiaminmononitrate', 'palm oil']"
